---,Actor,Location,Rotation,Scale,Mesh,Materials
Row_1041,Class'/Script/Engine.StaticMeshActor',"(X=-65360.226562,Y=-73002.890625,Z=3022.381348)","(Pitch=0.000000,Yaw=92.358459,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1042,Class'/Script/Engine.StaticMeshActor',"(X=-70608.726562,Y=-76567.835938,Z=3022.378906)","(Pitch=0.000000,Yaw=77.358543,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1043,Class'/Script/Engine.StaticMeshActor',"(X=112979.140625,Y=-43429.832031,Z=3052.165771)","(Pitch=0.000000,Yaw=92.798470,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1044,Class'/Script/Engine.StaticMeshActor',"(X=112979.140625,Y=-43764.699219,Z=3052.000000)","(Pitch=0.000000,Yaw=86.583626,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1045,Class'/Script/Engine.StaticMeshActor',"(X=-118701.859375,Y=91743.984375,Z=2481.071045)","(Pitch=0.000000,Yaw=-4.999977,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1046,Class'/Script/Engine.StaticMeshActor',"(X=-74541.164062,Y=-68134.656250,Z=3022.383789)","(Pitch=0.000000,Yaw=92.358589,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1047,Class'/Script/Engine.StaticMeshActor',"(X=-118255.882812,Y=91743.984375,Z=2481.071045)","(Pitch=0.000000,Yaw=10.000023,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1048,Class'/Script/Engine.StaticMeshActor',"(X=13775.581055,Y=32196.953125,Z=3024.284668)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1049,Class'/Script/Engine.StaticMeshActor',"(X=16573.865234,Y=35136.722656,Z=3024.284668)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1050,Class'/Script/Engine.StaticMeshActor',"(X=16849.740234,Y=35151.074219,Z=3024.284668)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1051,Class'/Script/Engine.StaticMeshActor',"(X=73904.718750,Y=110098.414062,Z=1639.246460)","(Pitch=0.000000,Yaw=92.358459,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1052,Class'/Script/Engine.StaticMeshActor',"(X=71370.546875,Y=115139.429688,Z=1696.704956)","(Pitch=0.000000,Yaw=-7.019631,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1053,Class'/Script/Engine.StaticMeshActor',"(X=69955.117188,Y=-99742.531250,Z=2644.351807)","(Pitch=0.000000,Yaw=-7.019631,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1054,Class'/Script/Engine.StaticMeshActor',"(X=30091.341797,Y=-41608.644531,Z=6269.278320)","(Pitch=0.000000,Yaw=5.000006,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1055,Class'/Script/Engine.StaticMeshActor',"(X=30273.632812,Y=-41608.644531,Z=6269.278320)","(Pitch=0.000000,Yaw=-5.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1056,Class'/Script/Engine.StaticMeshActor',"(X=30446.945312,Y=-41608.644531,Z=6269.278320)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/prop_hut_bench.prop_hut_bench'","(Material'""/Game/Locations/RedHouse/prop_hut_bench_mat""')"
Row_1057,Class'/Script/Engine.StaticMeshActor',"(X=-117881.726562,Y=91957.929688,Z=2481.072754)","(Pitch=0.000000,Yaw=-64.999931,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_FoldingChair_01.PROP_FoldingChair_01'","(Material'""/Game/Locations/ResearchBase_0605/PROP_MessRoomProps01_mat""')"
Row_1058,Class'/Script/Engine.StaticMeshActor',"(X=121061.593750,Y=40913.777344,Z=531.979858)","(Pitch=0.000000,Yaw=-74.149986,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_FoldingChair_01.PROP_FoldingChair_01'","(Material'""/Game/Locations/ResearchBase_0605/PROP_MessRoomProps01_mat""')"
Row_1059,Class'/Script/Engine.StaticMeshActor',"(X=119960.242188,Y=40921.843750,Z=531.979858)","(Pitch=0.000000,Yaw=174.129639,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_FoldingChair_01.PROP_FoldingChair_01'","(Material'""/Game/Locations/ResearchBase_0605/PROP_MessRoomProps01_mat""')"
Row_1060,Class'/Script/Engine.StaticMeshActor',"(X=-81753.703125,Y=45665.394531,Z=12627.120117)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/ResearchBase_0605/Prop_FlushLight.Prop_FlushLight'","(Material'""/Game/Locations/ResearchBase_0605/Light_StripLight01_mat""',Material'""/Game/Vehicles/Helicopter/heli_glass_mat""')"
Row_1061,Class'/Script/Engine.StaticMeshActor',"(X=113260.000000,Y=-43060.191406,Z=3152.968750)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox01.PROP_CardboardBox01'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1062,Class'/Script/Engine.StaticMeshActor',"(X=113111.953125,Y=-44156.152344,Z=3053.022705)","(Pitch=0.000000,Yaw=-27.122883,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox04.PROP_CardboardBox04'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1063,Class'/Script/Engine.StaticMeshActor',"(X=113209.429688,Y=-44150.152344,Z=3076.186523)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox06.PROP_CardboardBox06'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1064,Class'/Script/Engine.StaticMeshActor',"(X=113214.273438,Y=-44155.113281,Z=3052.564697)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox05.PROP_CardboardBox05'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1065,Class'/Script/Engine.StaticMeshActor',"(X=113165.007812,Y=-44166.187500,Z=3052.883057)","(Pitch=0.000000,Yaw=20.829645,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox01.PROP_CardboardBox01'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1066,Class'/Script/Engine.StaticMeshActor',"(X=17671.509766,Y=-100963.796875,Z=223.260437)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox03.PROP_CardboardBox03'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1067,Class'/Script/Engine.StaticMeshActor',"(X=17719.740234,Y=-100967.117188,Z=223.260406)","(Pitch=0.000000,Yaw=35.000050,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox01.PROP_CardboardBox01'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1068,Class'/Script/Engine.StaticMeshActor',"(X=17435.630859,Y=-100971.843750,Z=183.220795)","(Pitch=0.000000,Yaw=10.000023,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox05.PROP_CardboardBox05'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1069,Class'/Script/Engine.StaticMeshActor',"(X=17238.228516,Y=-100965.835938,Z=183.220551)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox01.PROP_CardboardBox01'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1070,Class'/Script/Engine.StaticMeshActor',"(X=16078.120117,Y=-100641.617188,Z=176.339783)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox01.PROP_CardboardBox01'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1071,Class'/Script/Engine.StaticMeshActor',"(X=-74069.484375,Y=-68514.585938,Z=3022.384277)","(Pitch=0.000000,Yaw=-17.802027,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox04.PROP_CardboardBox04'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1072,Class'/Script/Engine.StaticMeshActor',"(X=13604.678711,Y=-100656.664062,Z=152.864807)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox01.PROP_CardboardBox01'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1073,Class'/Script/Engine.StaticMeshActor',"(X=13844.794922,Y=-100965.062500,Z=249.562988)","(Pitch=0.000000,Yaw=-15.000061,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox02.PROP_CardboardBox02'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1074,Class'/Script/Engine.StaticMeshActor',"(X=13174.350586,Y=-100675.000000,Z=286.862976)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox07.PROP_CardboardBox07'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1075,Class'/Script/Engine.StaticMeshActor',"(X=16079.585938,Y=-100643.671875,Z=152.864746)","(Pitch=0.000000,Yaw=-15.000061,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox04.PROP_CardboardBox04'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1076,Class'/Script/Engine.StaticMeshActor',"(X=16408.650391,Y=-100628.578125,Z=286.862823)","(Pitch=0.000000,Yaw=-10.000031,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox03.PROP_CardboardBox03'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1077,Class'/Script/Engine.StaticMeshActor',"(X=16302.969727,Y=-100628.507812,Z=249.562836)","(Pitch=0.000000,Yaw=65.000076,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox03.PROP_CardboardBox03'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1078,Class'/Script/Engine.StaticMeshActor',"(X=16464.261719,Y=-100639.007812,Z=249.562836)","(Pitch=0.000000,Yaw=-30.000061,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox07.PROP_CardboardBox07'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1079,Class'/Script/Engine.StaticMeshActor',"(X=16660.687500,Y=-100659.343750,Z=152.864761)","(Pitch=0.000000,Yaw=30.000040,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox05.PROP_CardboardBox05'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1080,Class'/Script/Engine.StaticMeshActor',"(X=16601.792969,Y=-100643.671875,Z=152.864746)","(Pitch=0.000000,Yaw=-15.000061,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox04.PROP_CardboardBox04'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1081,Class'/Script/Engine.StaticMeshActor',"(X=-118626.203125,Y=91108.914062,Z=2504.769775)","(Pitch=0.000000,Yaw=-5.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox01.PROP_CardboardBox01'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1082,Class'/Script/Engine.StaticMeshActor',"(X=-74073.523438,Y=-68432.554688,Z=3022.383789)","(Pitch=0.000000,Yaw=27.564407,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox05.PROP_CardboardBox05'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1083,Class'/Script/Engine.StaticMeshActor',"(X=-118654.453125,Y=91104.851562,Z=2481.079102)","(Pitch=0.000000,Yaw=-20.000061,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox04.PROP_CardboardBox04'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1084,Class'/Script/Engine.StaticMeshActor',"(X=-118611.960938,Y=91086.117188,Z=2481.079346)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox05.PROP_CardboardBox05'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1085,Class'/Script/Engine.StaticMeshActor',"(X=-119084.046875,Y=91424.296875,Z=2504.604492)","(Pitch=0.000000,Yaw=-20.000061,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox04.PROP_CardboardBox04'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1086,Class'/Script/Engine.StaticMeshActor',"(X=-119051.718750,Y=91365.289062,Z=2481.074707)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox05.PROP_CardboardBox05'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1087,Class'/Script/Engine.StaticMeshActor',"(X=-118071.382812,Y=91254.289062,Z=2504.603516)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox01.PROP_CardboardBox01'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1088,Class'/Script/Engine.StaticMeshActor',"(X=-118072.195312,Y=91251.242188,Z=2481.074219)","(Pitch=0.000000,Yaw=15.000046,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox05.PROP_CardboardBox05'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1089,Class'/Script/Engine.StaticMeshActor',"(X=-118025.695312,Y=91266.609375,Z=2481.074463)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox07.PROP_CardboardBox07'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1090,Class'/Script/Engine.StaticMeshActor',"(X=-119086.437500,Y=91421.367188,Z=2481.079102)","(Pitch=0.000000,Yaw=25.000031,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox04.PROP_CardboardBox04'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1091,Class'/Script/Engine.StaticMeshActor',"(X=-119109.734375,Y=91467.281250,Z=2481.079102)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox03.PROP_CardboardBox03'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1092,Class'/Script/Engine.StaticMeshActor',"(X=-41457.597656,Y=-14567.860352,Z=6224.232910)","(Pitch=0.000000,Yaw=-89.999969,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox03.PROP_CardboardBox03'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1093,Class'/Script/Engine.StaticMeshActor',"(X=-101319.085938,Y=-125036.218750,Z=2107.934082)","(Pitch=0.000000,Yaw=-29.291962,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox06.PROP_CardboardBox06'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1094,Class'/Script/Engine.StaticMeshActor',"(X=5667.505859,Y=36879.015625,Z=3026.532227)","(Pitch=0.000000,Yaw=27.564407,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox05.PROP_CardboardBox05'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1095,Class'/Script/Engine.StaticMeshActor',"(X=-41458.890625,Y=-14600.806641,Z=6224.533691)","(Pitch=0.000000,Yaw=-89.999969,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox02.PROP_CardboardBox02'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1096,Class'/Script/Engine.StaticMeshActor',"(X=-41448.488281,Y=-14366.572266,Z=6151.155273)","(Pitch=0.000000,Yaw=-21.815063,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox05.PROP_CardboardBox05'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1097,Class'/Script/Engine.StaticMeshActor',"(X=17683.486328,Y=33424.757812,Z=3067.343750)","(Pitch=0.000000,Yaw=85.000069,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox01.PROP_CardboardBox01'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1098,Class'/Script/Engine.StaticMeshActor',"(X=17684.710938,Y=33858.632812,Z=3095.683594)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox02.PROP_CardboardBox02'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1099,Class'/Script/Engine.StaticMeshActor',"(X=17680.572266,Y=33812.082031,Z=3096.108398)","(Pitch=0.000000,Yaw=-84.999969,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox07.PROP_CardboardBox07'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1100,Class'/Script/Engine.StaticMeshActor',"(X=17123.191406,Y=34174.074219,Z=3047.706055)","(Pitch=0.000000,Yaw=-15.000061,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox01.PROP_CardboardBox01'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1101,Class'/Script/Engine.StaticMeshActor',"(X=17123.257812,Y=34183.761719,Z=3024.284668)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox05.PROP_CardboardBox05'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1102,Class'/Script/Engine.StaticMeshActor',"(X=17371.224609,Y=33073.980469,Z=3047.834717)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox05.PROP_CardboardBox05'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1103,Class'/Script/Engine.StaticMeshActor',"(X=17374.412109,Y=33073.597656,Z=3024.284668)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox04.PROP_CardboardBox04'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1104,Class'/Script/Engine.StaticMeshActor',"(X=17426.150391,Y=33068.152344,Z=3024.284668)","(Pitch=0.000000,Yaw=-70.000069,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox04.PROP_CardboardBox04'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1105,Class'/Script/Engine.StaticMeshActor',"(X=5987.484863,Y=36874.871094,Z=3026.532471)","(Pitch=0.000000,Yaw=-17.802027,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox04.PROP_CardboardBox04'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1106,Class'/Script/Engine.StaticMeshActor',"(X=17353.738281,Y=33160.550781,Z=3024.284668)","(Pitch=0.000000,Yaw=-20.000061,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox04.PROP_CardboardBox04'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1107,Class'/Script/Engine.StaticMeshActor',"(X=17327.400391,Y=33101.468750,Z=3024.284668)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox01.PROP_CardboardBox01'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1108,Class'/Script/Engine.StaticMeshActor',"(X=16767.373047,Y=34193.656250,Z=3125.964844)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox01.PROP_CardboardBox01'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1109,Class'/Script/Engine.StaticMeshActor',"(X=16709.404297,Y=34015.722656,Z=3097.361816)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox04.PROP_CardboardBox04'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1110,Class'/Script/Engine.StaticMeshActor',"(X=16732.689453,Y=33974.968750,Z=3097.361816)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox06.PROP_CardboardBox06'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1111,Class'/Script/Engine.StaticMeshActor',"(X=17091.136719,Y=34813.882812,Z=3067.258057)","(Pitch=0.000000,Yaw=10.000023,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox03.PROP_CardboardBox03'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1112,Class'/Script/Engine.StaticMeshActor',"(X=17082.695312,Y=35361.433594,Z=3065.877197)","(Pitch=0.000000,Yaw=25.000031,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox07.PROP_CardboardBox07'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
Row_1113,Class'/Script/Engine.StaticMeshActor',"(X=17094.486328,Y=35272.980469,Z=3024.284668)","(Pitch=0.000000,Yaw=10.000023,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/PROP_CardboardBox05.PROP_CardboardBox05'","(Material'""/Game/Locations/Props/PROP_CardboardBox01_mat""')"
